"","scientificName","decimalLatitude","decimalLongitude","occurrenceStatus","basisOfRecord","lifeStage","stateProvince","year","geodeticDatum","country"
"1","Galaxias maculatus (Jenyns, 1842)",-40.945074,173.159307,"PRESENT","HUMAN_OBSERVATION","Juvenile","Nelson",2021,"WGS84","New Zealand"
"2","Galaxias maculatus (Jenyns, 1842)",-38.488685,144.91799,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2021,"WGS84","Australia"
"3","Galaxias maculatus (Jenyns, 1842)",-40.856873,172.900888,"PRESENT","HUMAN_OBSERVATION",NA,"Nelson",2021,"WGS84","New Zealand"
"4","Galaxias maculatus (Jenyns, 1842)",-40.813742,172.839953,"PRESENT","HUMAN_OBSERVATION",NA,"Nelson",2021,"WGS84","New Zealand"
"5","Galaxias maculatus (Jenyns, 1842)",-40.962862,172.907522,"PRESENT","HUMAN_OBSERVATION",NA,"Nelson",2021,"WGS84","New Zealand"
"6","Galaxias maculatus (Jenyns, 1842)",-40.491078,175.760098,"PRESENT","HUMAN_OBSERVATION",NA,"Manawatu-Wanganui",2021,"WGS84","New Zealand"
"7","Galaxias maculatus (Jenyns, 1842)",-35.799682,150.068737,"PRESENT","HUMAN_OBSERVATION",NA,"New South Wales",2021,"WGS84","Australia"
"8","Galaxias maculatus (Jenyns, 1842)",-41.32833,174.84432,"PRESENT","HUMAN_OBSERVATION","Adult","Wellington",2021,"WGS84","New Zealand"
"9","Galaxias maculatus (Jenyns, 1842)",-45.726757,170.696878,"PRESENT","HUMAN_OBSERVATION",NA,"Otago",2021,"WGS84","New Zealand"
"10","Galaxias maculatus (Jenyns, 1842)",-37.727815,144.967158,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2021,"WGS84","Australia"
"11","Galaxias maculatus (Jenyns, 1842)",-43.120457,-73.951251,"PRESENT","HUMAN_OBSERVATION",NA,"Los Lagos",2021,"WGS84","Chile"
"12","Galaxias maculatus (Jenyns, 1842)",-40.900393,174.826449,"PRESENT","HUMAN_OBSERVATION","Adult","Wellington",2021,"WGS84","New Zealand"
"13","Galaxias maculatus (Jenyns, 1842)",-43.406674,172.724325,"PRESENT","HUMAN_OBSERVATION","Adult","Canterbury",2021,"WGS84","New Zealand"
"14","Galaxias maculatus (Jenyns, 1842)",-36.823684,174.709194,"PRESENT","HUMAN_OBSERVATION",NA,"Auckland",2021,"WGS84","New Zealand"
"15","Galaxias maculatus (Jenyns, 1842)",-36.752494,175.472156,"PRESENT","HUMAN_OBSERVATION","Adult","Waikato",2021,"WGS84","New Zealand"
"16","Galaxias maculatus (Jenyns, 1842)",-36.889627,174.739864,"PRESENT","HUMAN_OBSERVATION",NA,"Auckland",2021,"WGS84","New Zealand"
"17","Galaxias maculatus (Jenyns, 1842)",-36.183796,174.407282,"PRESENT","HUMAN_OBSERVATION","Adult","Northland",2020,"WGS84","New Zealand"
"18","Galaxias maculatus (Jenyns, 1842)",-36.150625,174.551918,"PRESENT","HUMAN_OBSERVATION","Juvenile","Northland",2020,"WGS84","New Zealand"
"19","Galaxias maculatus (Jenyns, 1842)",-35.69275,139.16342,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"20","Galaxias maculatus (Jenyns, 1842)",-35.53641,138.85377,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"21","Galaxias maculatus (Jenyns, 1842)",-35.59793,139.02486,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"22","Galaxias maculatus (Jenyns, 1842)",-34.925743,138.522035,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"23","Galaxias maculatus (Jenyns, 1842)",-43.879534,172.762245,"PRESENT","HUMAN_OBSERVATION","Adult","Canterbury",2020,"WGS84","New Zealand"
"24","Galaxias maculatus (Jenyns, 1842)",-46.309812,168.377767,"PRESENT","HUMAN_OBSERVATION",NA,"Southland",2020,"WGS84","New Zealand"
"25","Galaxias maculatus (Jenyns, 1842)",-40.960755,174.986774,"PRESENT","HUMAN_OBSERVATION",NA,"Wellington",2020,"WGS84","New Zealand"
"26","Galaxias maculatus (Jenyns, 1842)",-40.828291,174.825533,"PRESENT","HUMAN_OBSERVATION",NA,"Wellington",2020,"WGS84","New Zealand"
"27","Galaxias maculatus (Jenyns, 1842)",-40.960299,174.992063,"PRESENT","HUMAN_OBSERVATION","Adult","Wellington",2020,"WGS84","New Zealand"
"28","Galaxias maculatus (Jenyns, 1842)",-43.589056,172.4344,"PRESENT","HUMAN_OBSERVATION","Adult","Canterbury",2020,"WGS84","New Zealand"
"29","Galaxias maculatus (Jenyns, 1842)",-42.043203,-74.009589,"PRESENT","HUMAN_OBSERVATION",NA,"Los Lagos",2020,"WGS84","Chile"
"30","Galaxias maculatus (Jenyns, 1842)",-38.534013,143.976743,"PRESENT","HUMAN_OBSERVATION","Juvenile","Victoria",2020,"WGS84","Australia"
"31","Galaxias maculatus (Jenyns, 1842)",-38.534298,143.975947,"PRESENT","HUMAN_OBSERVATION","Adult","Victoria",2020,"WGS84","Australia"
"32","Galaxias maculatus (Jenyns, 1842)",-35.39823,138.82827,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"33","Galaxias maculatus (Jenyns, 1842)",-35.38972,138.81423,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"34","Galaxias maculatus (Jenyns, 1842)",-35.45342,138.75824,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"35","Galaxias maculatus (Jenyns, 1842)",-35.39603,139.00041,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"36","Galaxias maculatus (Jenyns, 1842)",-35.11092,139.26189,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"37","Galaxias maculatus (Jenyns, 1842)",-35.11127,139.26328,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"38","Galaxias maculatus (Jenyns, 1842)",-35.13835,138.6049,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"39","Galaxias maculatus (Jenyns, 1842)",-35.39471,139.0081,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"40","Galaxias maculatus (Jenyns, 1842)",-35.17752,138.5045,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"41","Galaxias maculatus (Jenyns, 1842)",-35.48457,138.88694,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"42","Galaxias maculatus (Jenyns, 1842)",-35.17473,138.51489,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"43","Galaxias maculatus (Jenyns, 1842)",-35.38913,139.05184,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"44","Galaxias maculatus (Jenyns, 1842)",-35.40555,138.84293,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"45","Galaxias maculatus (Jenyns, 1842)",-35.38983,138.82301,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"46","Galaxias maculatus (Jenyns, 1842)",-34.93531,138.49854,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"47","Galaxias maculatus (Jenyns, 1842)",-35.11221,139.26363,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"48","Galaxias maculatus (Jenyns, 1842)",-36.053952,174.54789,"PRESENT","HUMAN_OBSERVATION",NA,"Northland",2020,"WGS84","New Zealand"
"49","Galaxias maculatus (Jenyns, 1842)",-42.71347,-73.787223,"PRESENT","HUMAN_OBSERVATION",NA,"Los Lagos",2020,"WGS84","Chile"
"50","Galaxias maculatus (Jenyns, 1842)",-35.52741,138.56118,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"51","Galaxias maculatus (Jenyns, 1842)",-34.93131,138.51835,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"52","Galaxias maculatus (Jenyns, 1842)",-34.84266,138.83449,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"53","Galaxias maculatus (Jenyns, 1842)",-34.86594,138.6878,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"54","Galaxias maculatus (Jenyns, 1842)",-34.82591,138.85169,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"55","Galaxias maculatus (Jenyns, 1842)",-34.91741,138.58664,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"56","Galaxias maculatus (Jenyns, 1842)",-34.61829,138.76569,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"57","Galaxias maculatus (Jenyns, 1842)",-34.91463,138.54533,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"58","Galaxias maculatus (Jenyns, 1842)",-34.84231,138.83389,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"59","Galaxias maculatus (Jenyns, 1842)",-34.91363,138.5508,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"60","Galaxias maculatus (Jenyns, 1842)",-34.82522,138.852,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"61","Galaxias maculatus (Jenyns, 1842)",-34.61838,138.76888,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"62","Galaxias maculatus (Jenyns, 1842)",-34.932,138.51584,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2020,"WGS84","Australia"
"63","Galaxias maculatus (Jenyns, 1842)",-35.955467,174.442804,"PRESENT","HUMAN_OBSERVATION","Juvenile","Northland",2020,"WGS84","New Zealand"
"64","Galaxias maculatus (Jenyns, 1842)",-38.181632,174.615197,"PRESENT","HUMAN_OBSERVATION","Adult","Waikato",2020,"WGS84","New Zealand"
"65","Galaxias maculatus (Jenyns, 1842)",-41.229054,146.300171,"PRESENT","HUMAN_OBSERVATION",NA,"Tasmania",2020,"WGS84","Australia"
"66","Galaxias maculatus (Jenyns, 1842)",-35.502021,150.254752,"PRESENT","HUMAN_OBSERVATION",NA,"New South Wales",2020,"WGS84","Australia"
"67","Galaxias maculatus (Jenyns, 1842)",-45.710477,170.416887,"PRESENT","HUMAN_OBSERVATION",NA,"Otago",2020,"WGS84","New Zealand"
"68","Galaxias maculatus (Jenyns, 1842)",-38.318765,144.986757,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2020,"WGS84","Australia"
"69","Galaxias maculatus (Jenyns, 1842)",-36.134022,173.941785,"PRESENT","HUMAN_OBSERVATION",NA,"Northland",2020,"WGS84","New Zealand"
"70","Galaxias maculatus (Jenyns, 1842)",-35.071614,173.024577,"PRESENT","HUMAN_OBSERVATION",NA,"Northland",2020,"WGS84","New Zealand"
"71","Galaxias maculatus (Jenyns, 1842)",-37.436205,175.812017,"PRESENT","HUMAN_OBSERVATION","Juvenile","Bay of Plenty",2020,"WGS84","New Zealand"
"72","Galaxias maculatus (Jenyns, 1842)",-43.460158,172.655153,"PRESENT","HUMAN_OBSERVATION","Juvenile","Canterbury",2020,"WGS84","New Zealand"
"73","Galaxias maculatus (Jenyns, 1842)",-36.824109,174.970353,"PRESENT","HUMAN_OBSERVATION","Adult","Auckland",2020,"WGS84","New Zealand"
"74","Galaxias maculatus (Jenyns, 1842)",-37.565243,178.347786,"PRESENT","HUMAN_OBSERVATION",NA,"Gisborne",2020,"WGS84","New Zealand"
"75","Galaxias maculatus (Jenyns, 1842)",-46.302116,168.377251,"PRESENT","HUMAN_OBSERVATION",NA,"Southland",2019,"WGS84","New Zealand"
"76","Galaxias maculatus (Jenyns, 1842)",-46.492828,169.462872,"PRESENT","HUMAN_OBSERVATION",NA,"Otago",2019,"WGS84","New Zealand"
"77","Galaxias maculatus (Jenyns, 1842)",-35.158638,138.568796,"PRESENT","HUMAN_OBSERVATION","Adult","South Australia",2019,"WGS84","Australia"
"78","Galaxias maculatus (Jenyns, 1842)",-43.42861,172.641062,"PRESENT","HUMAN_OBSERVATION",NA,"Canterbury",2019,"WGS84","New Zealand"
"79","Galaxias maculatus (Jenyns, 1842)",-43.861667,172.317793,"PRESENT","HUMAN_OBSERVATION",NA,"Canterbury",2019,"WGS84","New Zealand"
"80","Galaxias maculatus (Jenyns, 1842)",-35.52866,138.80935,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"81","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"82","Galaxias maculatus (Jenyns, 1842)",-35.54016,138.90343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"83","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"84","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"85","Galaxias maculatus (Jenyns, 1842)",-35.54016,138.90343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"86","Galaxias maculatus (Jenyns, 1842)",-35.55984,138.92343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"87","Galaxias maculatus (Jenyns, 1842)",-35.55984,138.92343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"88","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"89","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"90","Galaxias maculatus (Jenyns, 1842)",-35.52866,138.80935,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"91","Galaxias maculatus (Jenyns, 1842)",-35.55984,138.92343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"92","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"93","Galaxias maculatus (Jenyns, 1842)",-35.52866,138.80935,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"94","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"95","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"96","Galaxias maculatus (Jenyns, 1842)",-35.54016,138.90343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"97","Galaxias maculatus (Jenyns, 1842)",-35.54016,138.90343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"98","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"99","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"100","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"101","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"102","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"103","Galaxias maculatus (Jenyns, 1842)",-37.820236,144.961188,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"104","Galaxias maculatus (Jenyns, 1842)",-37.09359,142.61887,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"105","Galaxias maculatus (Jenyns, 1842)",-37.09359,142.61887,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"106","Galaxias maculatus (Jenyns, 1842)",-37.09359,142.61887,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"107","Galaxias maculatus (Jenyns, 1842)",-37.09359,142.61887,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"108","Galaxias maculatus (Jenyns, 1842)",-43.422814,172.642504,"PRESENT","HUMAN_OBSERVATION","Adult","Canterbury",2019,"WGS84","New Zealand"
"109","Galaxias maculatus (Jenyns, 1842)",-34.610336,150.164581,"PRESENT","HUMAN_OBSERVATION",NA,"New South Wales",2019,"WGS84","Australia"
"110","Galaxias maculatus (Jenyns, 1842)",-38.142313,144.187521,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"111","Galaxias maculatus (Jenyns, 1842)",-37.094575,174.476439,"PRESENT","HUMAN_OBSERVATION",NA,"Auckland",2019,"WGS84","New Zealand"
"112","Galaxias maculatus (Jenyns, 1842)",-38.14425,144.18685,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"113","Galaxias maculatus (Jenyns, 1842)",-43.571329,172.624439,"PRESENT","HUMAN_OBSERVATION",NA,"Canterbury",2019,"WGS84","New Zealand"
"114","Galaxias maculatus (Jenyns, 1842)",-38,140.8,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"115","Galaxias maculatus (Jenyns, 1842)",-38.026713,140.789966,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"116","Galaxias maculatus (Jenyns, 1842)",-37.885697,144.991361,"PRESENT","HUMAN_OBSERVATION","Adult","Victoria",2019,"WGS84","Australia"
"117","Galaxias maculatus (Jenyns, 1842)",-35.48457,138.88694,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"118","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"119","Galaxias maculatus (Jenyns, 1842)",-35.62988,139.07985,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"120","Galaxias maculatus (Jenyns, 1842)",-35.54016,138.90343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"121","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"122","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"123","Galaxias maculatus (Jenyns, 1842)",-35.52866,138.80935,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"124","Galaxias maculatus (Jenyns, 1842)",-35.45342,138.75824,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"125","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"126","Galaxias maculatus (Jenyns, 1842)",-35.54016,138.90343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"127","Galaxias maculatus (Jenyns, 1842)",-35.56168,138.96007,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"128","Galaxias maculatus (Jenyns, 1842)",-35.27974,138.91766,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"129","Galaxias maculatus (Jenyns, 1842)",-35.55984,138.92343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"130","Galaxias maculatus (Jenyns, 1842)",-35.52866,138.80935,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"131","Galaxias maculatus (Jenyns, 1842)",-35.38972,138.81423,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"132","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"133","Galaxias maculatus (Jenyns, 1842)",-35.39823,138.82827,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"134","Galaxias maculatus (Jenyns, 1842)",-35.55984,138.92343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"135","Galaxias maculatus (Jenyns, 1842)",-35.56663,138.93567,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"136","Galaxias maculatus (Jenyns, 1842)",-35.63358,139.06321,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"137","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"138","Galaxias maculatus (Jenyns, 1842)",-35.55984,138.92343,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"139","Galaxias maculatus (Jenyns, 1842)",-35.41327,138.79228,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"140","Galaxias maculatus (Jenyns, 1842)",-35.62988,139.07985,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"141","Galaxias maculatus (Jenyns, 1842)",-35.52866,138.80935,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"142","Galaxias maculatus (Jenyns, 1842)",-35.39471,139.0081,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"143","Galaxias maculatus (Jenyns, 1842)",-35.62988,139.07985,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"144","Galaxias maculatus (Jenyns, 1842)",-35.52303,138.80982,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"145","Galaxias maculatus (Jenyns, 1842)",-35.40555,138.84293,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"146","Galaxias maculatus (Jenyns, 1842)",-37.892,145.205,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"147","Galaxias maculatus (Jenyns, 1842)",-36.878796,174.959834,"PRESENT","HUMAN_OBSERVATION",NA,"Auckland",2019,"WGS84","New Zealand"
"148","Galaxias maculatus (Jenyns, 1842)",-35.477435,138.295531,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"149","Galaxias maculatus (Jenyns, 1842)",-35.11315,138.63079,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"150","Galaxias maculatus (Jenyns, 1842)",-35.11186,139.26767,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"151","Galaxias maculatus (Jenyns, 1842)",-35.49661,138.51356,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"152","Galaxias maculatus (Jenyns, 1842)",-34.93531,138.49854,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"153","Galaxias maculatus (Jenyns, 1842)",-34.90487,138.61527,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"154","Galaxias maculatus (Jenyns, 1842)",-34.93131,138.51835,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"155","Galaxias maculatus (Jenyns, 1842)",-35.13835,138.6049,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"156","Galaxias maculatus (Jenyns, 1842)",-34.84309,138.84201,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"157","Galaxias maculatus (Jenyns, 1842)",-34.61829,138.76569,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"158","Galaxias maculatus (Jenyns, 1842)",-38.04202,140.73415,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"159","Galaxias maculatus (Jenyns, 1842)",-35.17473,138.51489,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"160","Galaxias maculatus (Jenyns, 1842)",-35.13699,138.60521,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"161","Galaxias maculatus (Jenyns, 1842)",-35.11186,139.26767,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"162","Galaxias maculatus (Jenyns, 1842)",-34.61756,138.7689,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"163","Galaxias maculatus (Jenyns, 1842)",-35.11186,139.26767,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"164","Galaxias maculatus (Jenyns, 1842)",-34.932,138.51584,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"165","Galaxias maculatus (Jenyns, 1842)",-34.91463,138.54533,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"166","Galaxias maculatus (Jenyns, 1842)",-35.11186,139.26767,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"167","Galaxias maculatus (Jenyns, 1842)",-35.53141,138.54175,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"168","Galaxias maculatus (Jenyns, 1842)",-35.17752,138.5045,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
"169","Galaxias maculatus (Jenyns, 1842)",-37.3556,148.0012,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"170","Galaxias maculatus (Jenyns, 1842)",-36.4606,142.0236,"PRESENT","HUMAN_OBSERVATION",NA,"Victoria",2019,"WGS84","Australia"
"171","Galaxias maculatus (Jenyns, 1842)",-41.768276,171.470938,"PRESENT","HUMAN_OBSERVATION",NA,"West Coast",2019,"WGS84","New Zealand"
"172","Galaxias maculatus (Jenyns, 1842)",-54.844939,-68.563877,"PRESENT","HUMAN_OBSERVATION","Juvenile","Tierra del Fuego",2019,"WGS84","Argentina"
"173","Galaxias maculatus (Jenyns, 1842)",-36.994894,174.652955,"PRESENT","HUMAN_OBSERVATION","Adult","Auckland",2019,"WGS84","New Zealand"
"174","Galaxias maculatus (Jenyns, 1842)",-34.932,138.51584,"PRESENT","HUMAN_OBSERVATION",NA,"South Australia",2019,"WGS84","Australia"
