ID,Database,ArticleType,YearPublished,Author,Title,PublicationName,AuthorKeywords,Abstract,CitedPapers,Doi,TimesCited,Countries,PDF_id,lead_author_institution_type,lead_author_affiliation,study_country,study_region,koaro,inanga,giant_kokopu,shortjaw_kokopu,banded_kokopu,spotted_galaxias,spatial_extent,spatial_extent_km,temporal,period_yrs,preiod_frq,survey,model,experiment,ex_field,ex_lab,review,review_method,method_other,diet,predation,competition,metabolism,disease,parasites,behaviour,movement,migration,morphology,evolution,spawning,riparain,growth,genetics,eggs,larvae,juveniles,adults,demographics,sex_ratio,fecundity,mortality,age_size_structure,abundance_density,physiochemical_habitat,landuse,aquaculture,harvesting,method_development,conservation,restoration,invasive.species,climate_change,stream,lake,ocean,landlocked
281,SCOPUS,ARTICLE,1968,WOODS CS,"GROWTH CHARACTERISTICS, PIGMENTATION, AND THE IDENTIFICATON OF WHITEBAIT (GALAXIAS SPP., SALMONOIDEA)",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,NA,"DEFINITIONS ARE GIVEN FOR STAGES IN THE DEVELOPMENT OF FIVE SPECIES OF GALAXIAS, FAMILY GALAXIIDAE, WHICH HAVE MARINE LARVAE. LARVAE OF GALAXIAS MACULATES ATTENUATES AND G. BREVIPINNIS ARE LARGE, AND THOSE OF G. FASCIATUS RELATIVELY SMALL AS THEY ENTER FRESH WATER FROM THE SEA. DEVELOPMENT AS WHITEBAIT INVOLVES SHRINKAGE BY ABOUT 25% IN TOTAL LENGTH; THE HEAD LENGTH, CONSIDERED SEPARATELY, SHRINKS BY ABOUT 15%. THE RATIO OF STANDARD LENGTH TO HEAD LENGTH ALTERS FROM THE LARVAL TO THE ADULT VALUE BEFORE POSITIVE GROWTH RECOMMENCES. THESE FEATURES ARE PROBABLY SIMILAR FOR G. POSTVECTIS AND G. ARGENTEUS MINIMUM OBSERVED PIGMENTATION IS DESCRIBED FOR THE LATE LARVAE OF G M. ATTENUATES, G. BREVIPINNIS, AND G. FASCIATUS AND FOR EARLY WHITEBAIT OF THESE AND OF G. POSTVECTIS AND G. ARGENTEUS SUBSEQUENT DEVELOPMENT OF MELANOPHORES AND OF COLOUR PATTERN IS DESCRIBED AND FIGURED. LARGE MELANOPHORES ALONG THE LATERAL LINE DISTINGUISH EARLY WHITEBAIT OF G. M. ATTENUATES, BUT NO DISTINGUISHING FEATURE OF PIGMENTATION HAS BEEN FOUND IN OTHER SPECIES UNTIL THE JUVENILE PATTERN IS APPARENT. THIS PATTERN IS CHARACTERISTIC FOR EACH SPECIES, AND IT PERSISTS IN ADULT G. M. ATTENUATES. G. ARGENTEUS HAS DISTINCT JUVENILE AND ADULT PATTERNS, THE LATTER BEING DEVELOPED IN A SECOND, SUPERFICIAL, LAYER OF PIGMENT CELLS. ADULT G. POSTVECTIS DEVELOP A DISTINCTIVE FIN COLOUR PATTERN UNLIKE OTHER NEW ZEALAND GALAXIAS; THE SUPERFICIAL PIGMENT LAYER IS WITHOUT DEFINITE PATTERN. IN ADULT G. BREVIPINNIS THIS LAYER RESEMBLES THE PERSISTENT JUVENILE PATTERN AND THE TWO LAYERS COMBINED GIVE A RETICULATE APPEARANCE. IN G. FASCIATUS THE JUVENILE PATTERN PERSISTS AND DEVELOPS AS THE FISH GROW; THE SUPERFICIAL PIGMENT LAYER IS PRESENT IN ADULTS BUT IS NOT USUALLY APPARENT. UNTIL NOW POSITIVE IDENTIFICATION OF WHITEBAIT HAS DEPENDED ON COLOUR PATTERN. RECENTLY RECORDED IDENTIFICATIONS OF UNPIGMENTED WHITEBAIT ARE SHOWN TO BE MISLEADING. A KEY IS GIVEN FOR THE IDENTIFICATION OF EARLY AND LATE WHITEBAIT USING ABSOLUTE MEASUREMENTS AS AN IMPORTANT CHARACTER. TAYLOR & FRANCIS GROUP, LLC.",NA,10.1080/00288330.1968.9515233,8,NEW ZEALAND,348,TERTIARY,UOC,NZ,"NORTHLAND, WEST COAST, WELLINGTON, OTAGO, NELSON, MANAWATU-WHANGANUI",Y,Y,Y,Y,Y,N,REGIONAL,NA,N,NA,NA,Y,N,N,N,N,N,NA,NA,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
282,SCOPUS,ARTICLE,1968,BENZIE V,A CONSIDERATION OF THE WHITEBAIT STAGE OF GALAXIAS MACULATUS ATTENUATUS (JENYNS),NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,NA,"THE SIZE COMPOSITION OF A SEASON'S CATCH OF GALAXIAS MACULATUS ATTENUATUS (JENYNS) WHITEBAIT IS GIVEN. AN ANALYSIS OF CONSECUTIVE CATCHES SHOWS THAT THERE IS NO OVERALL INCREASE IN THE SIZE OF THE WHITEBAIT CAUGHT. THIS SUPPORTS THE THEORY THAT THESE FISH HAVE REACHED A PHYSIOLOGICAL STAGE AT WHICH THEY MIGRATE UP ACCESSIBLE FRESHWATER STREAMS. THE SUBSEQUENT CHANGES ARE SO GREAT THAT THEY WARRANT THE TERM METAMORPHOSIS. THE WHITEBAIT STAGES OF OTHER SPECIES OF GALAXIAS ARE BRIEFLY COMPARED. TAYLOR & FRANCIS GROUP, LLC.",NA,10.1080/00288330.1968.9515255,17,NEW ZEALAND,346,TERTIARY,UOC,NZ,CANTERBURY,N,Y,N,N,N,N,REACH,5,Y,0.208333333,38,Y,N,N,N,N,N,NA,NA,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
283,SCOPUS,ARTICLE,1968,BENZIE V,STAGES IN THE NORMAL DEVELOPMENT OF GALAXIAS MACULATUS ATTENUATUS (JENYNS),NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,NA,"THE SEQUENCE OF EMBRYONIC DEVELOPMENT IS DESCRIBED FOR GALAXIAS MACULATUS ATTENUATUS (JENYNS). STANDARD STAGES ARE DESCRIBED AND THE RATE OF DEVELOPMENT AT TWO DIFFERENT CONSTANT TEMPERATURES IS GIVEN. FIELD RESULTS ARE COMPARED WITH THESE DATA. IT APPEARS THAT G. M. ATTENUATUS IS VERY TEMPERATURE LABILE IN ITS DEVELOPMENT, AN ADAPTATION OF HIGH SURVIVAL VALUE IN THE HABITAT IN WHICH THE EGGS ARE LAID. TAYLOR & FRANCIS GROUP, LLC.",NA,10.1080/00288330.1968.9515260,38,NEW ZEALAND,347,TERTIARY,UOC,NZ,NA,N,Y,N,N,N,N,NA,NA,N,NA,NA,Y,N,N,N,N,N,NA,NA,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,NA,NA,NA,NA
286,SCOPUS,ARTICLE,1970,NA,GALAXIID FISHES: SPECIATION IN NEW ZEALAND,NATURE,NA,NA,NA,10.1038/2271192B0,0,NA,345,NA,NA,NZ,NA,N,Y,N,N,N,N,INTERNATIONAL,NA,N,NA,NA,N,N,N,N,N,Y,NARRATIVE,NA,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N
288,GOOGLE,ARTICLE,1970,MCDOWALL RM,THE GALAXIID FISHES OF NEW ZEALAND,"BULLETIN OF THE MUSEUM OF COMPARATIVE ZOOLOGY, HARVARD",NA,NA,NA,KEEP,200,NEW ZEALAND,360,GOVT,NZ MARINE DEPARTMENT,NZ,"SOUTHLAND, OTAGO, CANTERBURY, WEST COAST, NELSON-TASMAN, MARLBOROUGH, WELLINGTON, MANAWATU-WHANGANUI, TARANAKI, HAWKE'S BAY, BOP, WAIKATO, AUCKLAND",Y,Y,Y,Y,Y,N,REGIONAL,1400,N,NA,NA,Y,N,N,N,N,Y,NARRATIVE,NA,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y
230,WOS,ARTICLE,1971,MCDOWALL RM,GALAXIID FISHES OF SOUTH-AMERICA,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,NA,"FOUR GALAXIID SPECIES IN TWO GENERA ARE RECOGNIZED AND REDESCRIBED FROM THE SOUTH AMERICAN REGION, VIZ., GALAXIAS MACULATUS (JENYNS), G. PLATEI STEINDACHNER, G. GLOBICEPS EIGENMANN, AND BRACHYGALAXIAS BULLOCKI (REGAN). ALL OF THESE SPECIES OCCUR IN CHILE, BUT G. MACULATUS AND G. PLATEI OCCUR ALSO EAST OF THE ANDEAN DIVIDE IN ARGENTINA, IN TIERRA DEL FUEGO, AND THE FALKLAND ISLANDS. THE TWO SPECIES EAST OF THE ANDES ARE REGARDED AS HAVING CROSSED THE MOUNTAINS FROM WEST TO EAST. THE GALAXIIDS, TOGETHER WITH APLOCHITON (FAMILY APLOCHITONIDAE) AND GEOTRIA (FAMILY PETROMYZONIDAE), ARE REGARDED AS SOUTHERN CIRCUMPOLAR ELEMENTS IN THE SOUTH AMERICAN FRESHWATER FISH FAUNA, DISTINCT FROM THE GROUP OF SPECIES OF AMAZONIAN DERIVATION (TRICHOMYCTERIDS, NEMATOGENYS, DIPLOMYSTES, CHEIRODON, ETC.) AND DISTINCT ALSO FROM OCEANIC DERIVATIVES, EITHER RECENT (ATHERINIDS) OR ANCIENT (SERRANIDS).","BENZIE V., 1968, PROCEEDINGS OF THE NEW ZEALAND ECOLOGICAL SOCIETY, VNO. 15, P31; BOULENGER GA, 2000, ANN MAGAZINE NATUR 7, V6, P52; BOULENGER GA, 1902, NATURE, V67, P84; BUEN FD, 1959, REV BIOL MAR, V9, P1; BURNET A. M. R., 1965, N ZEAL J SCI, V8, P79; CANESTRINI G, 1864, ARCH ZOOL ANAT, V3, P100; CUVIER GLC, 1917, REGNE ANIMAL, V2, P282; CUVIER GLC, 1946, HISTOIRE NATURELLE P, V18, P340; DELFIN FT, 1899, REVTA CHIL HIST NAT, V3, P153; DOLLO L, 1904, RESULT VOYAGE SY BEL, V1, P239; EIGENMANN C. H., 1910, REPORTS OF THE PRINCETON UNIVERSITY EXPEDITIONS TO PATAGONIA 1896-1899 PRINCETON NJ, V3; EIGENMANN C. H., 1921, PROCEEDINGS OF THE AMERICAN PHILOSOPHICAL SOCIETY, V60, P503; EIGENMANN C. H., 1891, P US NATL MUS, V14, P1; EIGENMANN CARL H., 1928, MEM NATION ACAD SCI U S A, V22, P1; EIGENMANN CARL R., 1906, POPULAR SCIENCE MONTHLY, V68; EIGENMANN CH, 1923, AM NAT, V57, P193, DOI 10.1086/279914; EIGENMANN CH, 1909, REP PRINCETON U EXP, V3, P227; EVERMANN BW, 1907, P US NATIONAL MUSEUM, V31, P67; FISCHER WALTER, 1963, INTERNATL REV GESAMTEN HYDROBIOL, V48, P419, DOI 10.1002/IROH.19630480303; FOWLER HENRY W., 1940, PROC ACAD NAT SCI PHILADELPHIA, V92, P171; FOWLER HENRY W., 1940, PROC AMER PHIL SOC, V82, P733; FOWLER HW, 1945, FISHES CHILE SYSTEMA; GAY C, 1948, HISTORIA FISICA POLI, V2, P137; GMELIN JF, 1889, SYSTEMA NATURAE; GRAY JE, 1842, ZOOLOGICAL MISCELLAN, P73; GUNTHER A., 1881, PROCEEDINGS OF THE ZOOLOGICAL SOCIETY, P19; GUNTHER A, 1966, CATALOGUE FISHES BRI, V6; HAAST JV, 1872, T P NZ I, V5, P272; HART T. J., 1946, DISCOVERY REPORTS, V23, P223; HUSSAKOF L, 1914, B AM MUS NAT HIST, V33, P85; JENYNS L, 1942, ZOOLOGY VOYAGE HMS 4; JORDAN D.S., 1919, GENERA FISHES 2, P163; LAHILLE F., 1922, NOMBRES VERNACULARES; LAHILLE F, 1923, REVTA FAC AGRON VET, V4, P161; LESSON RP, 1930, VOYAGE AUTOUR MONDE, V2; LONNBERG E, 1907, FISCHE ERGEBNISSE HA, V8, P1; LONNBERG E, 1905, WISS ERGEBN SCHWED S, V5, P1; LOPEZ R, 1959, ACT 1 C SUD ZOOL, V5, P339; MACK G., 1936, MEMOIRS OF THE NATIONAL MUSEUM MELBOURNE, V9, P98; MANN G, 1954, VIDA PECES AGUAS CHI; MCCULLOCH A. R., 1915, AUSTRALIAN ZOOLOGIST SYDNEY, V1; MCDOWALL R. M., 1968, BREVIORA, V286, P1; MCDOWALL R. M., 1966, TUATARA, V14, P12; MCDOWALL R. M., 1968, FISHERIES RESEARCH BULLETIN NEW ZEALAND, VNO. 2, P1; MCDOWALL R. M., 1967, BREVOIRA MUS COMP ZOOL HARVARD, V265, P1; MCDOWALL R M, 1970, BULLETIN OF THE MUSEUM OF COMPARATIVE ZOOLOGY, V139, P341; MCDOWALL R. M., 1964, TUATARA, V12, P59; MCDOWALL RM, 1969, COPEIA, P796; MCDOWALL RM, 1967, COPEIA, P841; NORMAN JR, 1937, DISCOVERY REP, V16, P1, DOI DOI 10.5962/BHL.PART.29326; NYBELIN O, 1951, SCIENT RESULTS BRATT, V2, P1; OGILBY J.D., 1899, P LINNEAN SOC NEW S, V24, P154; PERUGIA A, 1891, ANN MUSEO CIVICO STO, V10, P605; PHILIPPI R., 1858, ARCH NATURGESCH, V24, P303; PHILIPPI RA, 1895, VERH DT WISS VER SAN, V3, P17; POLLARD D., 1966, NEWSLETTER AUSTRALIAN SOCIETY OF LIMNOLOGY, V5, P13; PORTER CE, 1909, ACT SOC SCIENT CHILI, V19, P52; POZZI A. J., 1945, GAEA BUENOS AIRES, V7, P239; REGALADO TG, 1945, ANALES MUSEO PATAGON, V1, P121; REGAN C. T., 1908, ANNALS \& MAGAZINE OF NATURAL HISTORY, V1; REGAN C. T., 1914, BRIT ANTARCTIC TERRA, V1, P1; REGAN C.T. II, 1913, T R SOC EDINB, V49, P229, DOI 10.1017/S0080456800003951, DOI 10.1017/S0080456800003951; REGAN CT, 1915, REP SCIENT RESULTS S, V4, P307; REGAN CT, 1905, P ZOOL SOC LOND, V2, P363; RICHARDSON J, 1948, ZOOLOGY VOYAGE HMS, V2; RINGUELET R. A., 1961, AGRO BUENOS AIRES, V3, P1; RINGUELET R.A., 1967, PECES ARGENTINOS AGU; SCHOENHERR CJ, 1938, GENERA SPECIES CURCU, V4, P1043; SCOTT E. O. G., 1966, AUSTRALIAN ZOOLOGIST, V13, P244; SCOTT E. O. G., 1942, RECORDS OF THE QUEEN VICTORIA MUSEUM, V1, P51; SCOTT EOG, 1968, 29 REC QUEEN VICT MU, P1; SCOTT EOG, 1936, PAPERS P ROYAL SOC T, P85; SMITT FA, 1901, BIH K SVENSK VET, V26, P1; SMITT FA, 1898, BIHANG KONGLIGA SVEN, V24, P1; STEINDACHNER F, 1898, ZOOLOGISCHE JB S, V4, P281; STOKELL G., 1954, TRANS ROY SOC NEW ZEALAND, V82, P411; STOKELL G., 1964, REC DOMINION MUS, V5, P45; STOKELL G., 1966, PAP PROC ROY SOC TASMANIA, V100, P73; SZIDAT L., 1951, REVISTA DEL INSTITUTO NACIONAL DE INVESTIGACION DE LAS CIENCIAS NATURALES Y MUSEO ARGENTINO ZOOL, V1, P324; TAYLOR W. R., 1967, PROCEEDINGS OF THE UNITED STATES NATIONAL MUSEUM, V122, P1; THOMPSON WF, 1916, P US NATL MUS, V50, P401; VAILLANT L, 1888, MISSION SCIENTIFIQUE, V6, P1; WOODS C S, 1968, NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH, V2, P398",10.1111/J.1096-3642.1971.TB00751.X,93,NEW ZEALAND,344,CRI,NIWA,"CHILE, ARGENTINA",NA,N,Y,N,N,N,N,INTERNATIONAL,NA,N,NA,NA,Y,N,N,N,N,N,NA,NA,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,SCOPUS,ARTICLE,1971,POLLARD DA,THE BIOLOGY OF A LANDLOCKED FORM OF THE NORMALLY CATADROMOUS SALMONIFORM FISH GALAXIAS MACULATUS (JENYNS). II. MORPHOLOGY AND SYSTEMATIC RELATIONSHIPS,MARINE AND FRESHWATER RESEARCH,NA,"FOLLOWING A BRIEF OUTLINE OF THE SYSTEMATIC RELATIONSHIPS OF A NUMBER OF SPECIES COMPRISING THE GALAXIAS MACULATUS SPECIES COMPLEX, THE MORPHOLOGY OF THE LANDLOCKED JOLLYTAIL, A LACUSTRINE GALAXIID FROM LAKE MODEWARRE (SOUTH-WESTERN VICTORIA), IS DESCRIBED AND COMPARED WITH THAT OF THE NORMALLY CATADROMOUS STREAM DWELLING SPECIES G. MACULATUS AND A NUMBER OF OTHER CLOSELY RELATED FORMS BELONGING TO THIS COMPLEX. THE PROBABLE SYSTEMATIC STATUS OF THE LANDLOCKED JOLLYTAIL AND ITS RELATIONSHIP TO THE OTHER FORMS INCLUDED IN THE G. MACULATUS SPECIES COMPLEX ARE THEN DISCUSSED IN THE LIGHT OF BOTH THE ABOVE MORPHOLOGICAL EVIDENCE, AND ECOLOGICAL AND BEHAVIOURAL EVIDENCE FROM A PREVIOUS STUDY OF THE LIFE CYCLE AND DISCUSSION OF THE PROBABLE ORIGIN OF THIS LACUSTRINE FORM. THE CONCLUSION IS DRAWN THAT THE LANDLOCKED JOLLYTAIL SHOULD PROBABLY BE REGARDED AS NO MORE THAN AN ISOLATED ECOLOGICAL RACE OF THE NORMALLY CATADROMOUS STREAM-DWELLING SPECIES, G. MACULATUS. 1971 CSIRO. ALL RIGHTS RESERVED.","BARLOW, C.W., CAUSES AND SIGNIFICANCE OF MORPHOLOGICAL VARIATION IN FISHES (1961) SYST. ZOOL, 10, PP. 105-117; BLACKBURN, M., THE TASMANIAN WHITEBAIT, LOVETTIA SEALII (JOHNSTON), AND THE WHITEBAIT FISHERY (1950) AUST. J. MAR. FRESHWAT. RES, 1, PP. 155-198; BLAIR, W.F., BLAIR, A.P., BRODKORB, P., CAGLE, F.R., MOORE, G.A., (1957) VERTEBRATES OF THE UNITED STATES, , MCGRAW-HILL: NEW YORK; CURREY, D.T., THE FORMER EXTENT OF LAKE CORANGAMITE (1964) PROC. R. SOC. VICT, 77, PP. 377-386; CUVIER, G.L., LES GALAXIES (1817) LE REGNE ANIMAL, 2. , DETERVILLE: PARIS; CUVIER, G.L., VALENCIENNES, A., (1846) HISTOIRE NATURELLE DES POISSONS, 18. , LEVRAULT: PARIS; FISCHER, W., DIE FISCHE DES BRACKWASSER GEBIETES LENGA BEI CONCEPCION (CHILE) (1963) INT. REVUE GES. HYDROBIOL. HYDROGR, 48, PP. 419-511; FROST, W.E., SOME OBSERVATIONS ON THE BIOLOGY OF THE CHAR, SALVELINUS WILLUGHBII, IN WINDERMERE (1950) VERH. INT. VEREIN. THEOR. ANGEW. LIMNOL, 11, PP. 105-112; FROST, W.E., BREEDING HABITS OF WINDERMERE CHAR, SALVELINUS WILLUGHBII (GNTHER), AND THEIR BEARING ON SPECIATION OF THESE FISH (1965) PROC. R. SOC. (SER. B), 163, PP. 232-284; GNTHER, A., (1866) CATALOGUE OF THE FISHES IN THE BRITISH MUSEUM, 6. , TAYLOR & FRANCIS: LONDON; JENYNS, L., (1842) THE ZOOLOGY OF THE VOYAGE OF H.M.S. BEAGLE DURING 1832-1836, , FISH. (SMITH ELDER: LONDON; MAYR, E., (1963) ANIMAL SPECIES AND EVOLUTION, , (HARVARD UNIV. PRESS: CAMBRIDGE.); MCALLISTER, D.E., A REVISION OF THE SMELT FAMILY, OSMERIDAE (1963) BULL. NATN. MUS. CAN, (191), PP. 1-53; MCDOWALL, R.M., THE AFFINITIES AND DERIVATION OF THE NEW ZEALAND FRESHWATER FISH FAUNA (1964) TUATARA, 12, PP. 59-67; MCDOWALL, R.M., A NEW SPECIES OF RETROPINNA FROM LAKE OMAPERE, NORTH AUCKLAND (1965) REC. DOM. MUS., WELLINGTON, 5, PP. 89-91; MCDOWALL, R.M., NEW LANDLOCKED FISH SPECIES OF THE GENUS GALAXIAS FROM NORTH AUCKLAND, NEW ZEALAND (1967) BREVIORA, (265), PP. 1-11; MCDOWALL, R.M., SOME POINTS OF CONFUSION IN GALAXIID NOMENCLATURE (1967) COPEIA 1967, PP. 841-843; MCDOWALL, R.M., GALAXIAS MACULATUS (JENYNS), THE NEW ZEALAND WHITEBAIT (1968) FISH. RES. BULL. N.Z. (NEW SER.), (2), PP. 1-84; MUNRO, I.S., (1957) HANDBOOK OF AUSTRALIAN FISHES, , NOS. 7 & 8. FISH. NEWSL. 16, NOS. 1 & 2; NIKOLSKY, G.V., (1963) THE ECOLOGY OF FISHES, , ACADEMIC PRESS: LONDON & NEW YORK; OGILBY, J.D., CONTRIBUTIONS TO AUSTRALIAN ICHTHYOLOGY (1899) PROC. LINN. SOC. N.S. W, 24, PP. 154-186; POLLARD, D.A., FAUNISTIC AND ENVIRONMENTAL STUDIES ON LAKE MODEWARRE, A SLIGHTLY SALINE ATHALASSIC LAKE IN SOUTH-WESTERN VICTORIA (1971) BULL. AUST. SOC. LIMNOL, (4); POLLARD, D.A., THE BIOLOGY OF A LANDLOCKED FORM OF THE NORMALLY CATADROMOUS SALMONIFORM FISH GALAXIAS MACULATUS (JENYNS). I. LIFE CYCLE AND ORIGIN (1971) AUST. J, MAR. FRESHWAT. RES, 22, PP. 91-123; REGAN, C.T., A REVISION OF THE FISHES OF THE FAMILY GALAXIIDAE (1905) PROC. ZOOL. SOC. LOND, 2, PP. 363-384; RICKER, W.E., ON THE ORIGIN OF KOKANEE, A FRESHWATER TYPE OF SOCKEYE SALMON (1940) TRANS. R. SOC. CAN. (SECT. V), (34), PP. 121-135; SCOTT, E.O., OBSERVATIONS ON FISHES OF THE FAMILY GALAXIIDAE: PART II (1938) PAP. PROC. R. SOC. TASM, PP. 111-143; SCOTT, E.R., THE GENERA OF THE GALAXIIDAE (1966) AUST. ZOOL, 13, PP. 244-258; STOKELL, G., THE SYSTEMATIC ARRANGEMENT OF THE NEW ZEALAND GALAXIIDAE. II. SPECIFIC CLASSIFICATION (1949) TRANS. R. SOC. N.Z, 77, PP. 472-496; STOKELL, G., A NEW SPECIES OF GALAXIAS FROM VICTORIA, AUSTRALIA (1964) REC. DOM. MUS., WELLINGTON, 5, PP. 45-48; STOKELL, G., A PRELIMINARY INVESTIGATION OF THE SYSTEMATICS OF SOME TASMANIAN GALAXIIDAE (1966) PAP. PROC. R. SOC. TASM, 100, PP. 73-79; SVRDSON, G., YOUNG SIBLING FISH SPECIES IN NORTH-WESTERN EUROPE (1961) VERTEBRATE SPECIATION, , IN, (ED. W. F. BLAIR.) (UNIV. TEXAS PRESS: AUSTIN.); VAUGHAN, E., TIME OF APPEARANCE OF PINK SALMON RUNS IN SOUTH-EASTERN ALASKA (1947) COPEIA 1947, PP. 40-50; VLADYKOV, V.D., ENVIRONMENTAL AND TAXONOMIC CHARACTERS OF FISHES (1934) TRANS. R. CAN. INST, 20, PP. 99-140; WHITLEY, G.P., PRESIDENTIAL ADDRESS-A SURVEY OF AUSTRALIAN ICHTHYOLOGY (1964) PROC. LINN. SOC. N.S. W, 89, PP. 11-12",10.1071/MF9710125,15,AUSTRALIA,366,TERTIARY,MONASH UNIVERSITY,AUSTRALIA,VICTORIA,N,Y,N,N,N,N,BASIN,NA,N,NA,NA,Y,N,N,N,N,N,NA,NA,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y
